0.1, 0.0, 0.46959919367695596, 0.41878164796369494, 0.4884749515312243, 0.5104513053965067, 0.4927506061352956, 0.49515829067619693, 0.47799922355995494, 0.4727940808002873, 0.5121853101045306, 0.47430956913449696,
0.2, 0.0, 0.5055866037429859, 0.48460317183760665, 0.4871300777112928, 0.4531995381777285, 0.49169947563056254, 0.4768982183474711, 0.451150619900834, 0.47303361038569136, 0.4402023965858261, 0.46920615824747847,
0.5, 0.0, 0.4901464700230722, 0.4425459209922797, 0.5040420244561877, 0.4682431292780498, 0.45507880628351793, 0.4772231867176928, 0.5031763232523166, 0.4530249338960382, 0.5073153457756694, 0.4672706607495324,
1, 0.0, 0.4983110137811498, 0.5079891343399193, 0.5121060556301104, 0.46101012349355325, 0.5064439561563908, 0.4863506082480217, 0.47677146912341545, 0.4772231867176928, 0.5078371998577804, 0.4594974236350479,
2, 0.0, 0.4828215353093998, 0.4632094194317353, 0.5134213885129343, 0.4862629386598349, 0.4726193711510269, 0.4751978310849028, 0.4885497721045626, 0.45564694688881, 0.491859872359982, 0.4711044419914423,
4, 0.0, 0.45700072560594573, 0.4795746740834906, 0.4607506167169038, 0.5030565496360316, 0.4541987697471214, 0.4991293245544762, 0.479424897729683, 0.4770745790067542, 0.4745273408945884, 0.5015182406533272,
8, 0.0, 0.4935812323336857, 0.45828393342408863, 0.4894835495059794, 0.4808423830172737, 0.48519626411547334, 0.4750709624458195, 0.4871300777112928, 0.49422206050023126, 0.4822656701973391, 0.48721180767463135,
16, 0.0, 0.4903352048565911, 0.4844020965481836, 0.47414407484899396, 0.4855736292981979, 0.49670369967297123, 0.4810046847148477, 0.46529684436340485, 0.5040154749984944, 0.47765767068925236, 0.4657484768447596,
0.1, 0.01, 0.4749508898123959, 0.44040719400693396, 0.5107296875213198, 0.47128824603456915, 0.4354344103726061, 0.44369082498240214, 0.4543506188389985, 0.4536247580676616, 0.4792891334607971, 0.46352644054381,
0.2, 0.01, 0.466827749488639, 0.41439355187936877, 0.4821511377375876, 0.4772231867176928, 0.47882410859505287, 0.47126881919964836, 0.46957268432363186, 0.4384365915864066, 0.4494618373886664, 0.4935812323336857,
0.5, 0.01, 0.4666173707594026, 0.488139766105005, 0.4756786479915852, 0.4976034452512751, 0.4715221034136451, 0.4632094194317353, 0.49150256476118254, 0.49349890711400746, 0.45808662306163145, 0.4359697266829495,
1, 0.01, 0.4927041603525539, 0.4587550383073575, 0.4524823909652394, 0.4934569475126597, 0.46544014702370196, 0.45928079605393624, 0.4942593807057922, 0.48643716593046366, 0.49676594466382884, 0.4884749515312243,
2, 0.01, 0.48304232781412865, 0.48237874217305066, 0.48696344319332824, 0.4770439628344771, 0.4602681664972108, 0.5250720156532954, 0.492064334322973, 0.4571871839878788, 0.4829326456010093, 0.44617851619315463,
4, 0.01, 0.5131952977565025, 0.4887685164237769, 0.47841954571912637, 0.5370755388791585, 0.45972047092217366, 0.48206603196739595, 0.47208151445717206, 0.4958986056097683, 0.48920648545040424, 0.4805956856021985,
8, 0.01, 0.49506442789721633, 0.5191813491823554, 0.5181181990614429, 0.44795062096321, 0.46073471524725923, 0.47905023718144185, 0.48869653623046777, 0.48450328641693746, 0.47765767068925236, 0.44986825752561005,
16, 0.01, 0.4887685164237769, 0.48304232781412865, 0.49678617393813046, 0.5105886670955523, 0.45928079605393624, 0.4853873826112761, 0.5056974668328991, 0.45580933160605064, 0.5129374604806621, 0.4707296824029519,
