Target:
0.5, 0.0, 0.6765671106079644, 0.6983633272177121, 0.7011187462149449, 0.697167982808638, 0.685664597790918,
1, 0.0, 0.6999504519662991, 0.6880533838718152, 0.6893812670736601, 0.6957433000729227, 0.6841245371977439,
2, 0.0, 0.7189045636130048, 0.6857560011794641, 0.682956863121327, 0.6666169992678547, 0.6752189275808312,
4, 0.0, 0.6793764179206109, 0.6896059546807404, 0.7014185260334822, 0.6708770830950235, 0.6952412226158236,
8, 0.0, 0.7076915976343336, 0.6930195397519286, 0.6983109468005338, 0.6986684699413983, 0.6982975202792596,
16, 0.0, 0.7170555176148654, 0.7079438093536465, 0.7001124763922332, 0.7257302338265955, 0.6929510511836704,

Sentiment:
0.5, 0.0, 0.46021518340023226, 0.4827094693065341, 0.4792891334607971, 0.48361052451399, 0.48917899514240204,
1, 0.0, 0.4785561067207646, 0.46959919367695596, 0.49512740226531765, 0.47388440620450817, 0.512595759982294,
2, 0.0, 0.4934569475126597, 0.4539189622370158, 0.4755204605246599, 0.4747471921321676, 0.534235868003913,
4, 0.0, 0.4546406740033687, 0.4495633998179868, 0.4837166910343259, 0.4840270953457363, 0.5106474537198473,
8, 0.0, 0.4786909502806654, 0.49169947563056254, 0.4796911555999337, 0.47538653565123945, 0.5374675799978318,
16, 0.0, 0.49422206050023126, 0.49752723861375436, 0.47338049527973014, 0.4642361780901822, 0.5161685019057767,
