0.5, 0, 0.7260563889895003, 0.5691807009726548
1, 0, 0.7540482867638281, 0.6044839533351307
1.5, 0, 0.7443337935743914, 0.6049107806382708
2, 0, 0.7451770580029629, 0.6056115735301318
2.5, 0, 0.7496370529272539, 0.5930963943425669
4, 0, 0.7479916934123996, 0.5970816184932305
8, 0, 0.7588380775280843, 0.6089821843333516
16, 0, 0.7531632741141021, 0.6004620919026895
0.5, 0.01, 0.710339527046619, 0.5518979901917193
1, 0.01, 0.746582364452785, 0.5841908011732924
1.5, 0.01, 0.7333254752729617, 0.5711983739337673
2, 0.01, 0.7234325465085404, 0.5551666604373506
2.5, 0.01, 0.7325599953320421, 0.580677437434587
4, 0.01, 0.7439296399493576, 0.594886649288771
8, 0.01, 0.7467692519335356, 0.6031245380005904
16, 0.01, 0.7608332047679879, 0.6033440442513776
0.5, 0.02, 0.6981225874736499, 0.5322789039397122
1, 0.02, 0.7073454109634675, 0.5385103467289342
1.5, 0.02, 0.7355672338405304, 0.5844660586365996
2, 0.02, 0.7217740230058959, 0.5654492866866303
2.5, 0.02, 0.725875917775218, 0.5390269514985145
4, 0.02, 0.7387950728205938, 0.5901138819210511
8, 0.02, 0.7580451524021404, 0.6023595751693189
16, 0.02, 0.7446867755135713, 0.5952193333164434
0.5, 0.05, 0.7128716232236469, 0.5481732932928802
1, 0.05, 0.7350134679517144, 0.5819860956888177
1.5, 0.05, 0.7276852849836273, 0.5610186405414637
2, 0.05, 0.7399129277554125, 0.5733079226327693
2.5, 0.05, 0.7610574392588675, 0.6108824014201758
4, 0.05, 0.7685089023052247, 0.603065240382843
8, 0.05, 0.7362556460575581, 0.5831773827137035
16, 0.05, 0.7523491402946285, 0.6023749456781087
0.5, 0.1, 0.7230851973478049, 0.5663216277305266
1, 0.1, 0.7416974827008286, 0.5903892057705947
1.5, 0.1, 0.7517138583194138, 0.5832832631610403
2, 0.1, 0.737777667849993, 0.5768970195322419
2.5, 0.1, 0.7293165137882296, 0.5916432209971879
4, 0.1, 0.7455481225046778, 0.6069634073080461
8, 0.1, 0.7557858868148094, 0.6195973014568654
16, 0.1, 0.7537570223056612, 0.5969081131493198
0.5, 0.2, 0.7164056205361048, 0.5553655719773621
1, 0.2, 0.7116846095354298, 0.5447118474495937
1.5, 0.2, 0.7288501672823533, 0.5763077598105998
2, 0.2, 0.725828506582397, 0.5544432450983843
2.5, 0.2, 0.752010791889753, 0.5981755401027553
4, 0.2, 0.7450479608146998, 0.5791297586942692
8, 0.2, 0.7464287817460534, 0.5898411645633669
16, 0.2, 0.7744287575721621, 0.6207701316995834
0.5, 0.4, 0.7217347076853143, 0.5644555149925542
1, 0.4, 0.7389975358582236, 0.5668491170284349
1.5, 0.4, 0.7345178919765651, 0.5749037460550039
2, 0.4, 0.7347784373053381, 0.5866342051748162
2.5, 0.4, 0.7182788653216979, 0.5677352611756458
4, 0.4, 0.7490089089063227, 0.6040775444645015
8, 0.4, 0.7683778333679513, 0.6248683942593741
16, 0.4, 0.7669705590551326, 0.6175419849412916
0.5, 0.5, 0.7132560300120843, 0.5451556254874145
1, 0.5, 0.7241097175600729, 0.5502345774114218
1.5, 0.5, 0.7299499499817481, 0.5749344261996093
2, 0.5, 0.7386303756336284, 0.5912991864813378
2.5, 0.5, 0.7533746154835094, 0.5941078466211926
4, 0.5, 0.7381078290406823, 0.5798316113366857
8, 0.5, 0.7576205737995994, 0.6136999651605808
16, 0.5, 0.7505860453240528, 0.59399680467604
0.5, 1, 0.6957171496633543, 0.5293229087442255
1, 1, 0.7486936534325154, 0.5815634761458907
1.5, 1, 0.7439900889813563, 0.5920798885471524
2, 1, 0.7403473026990517, 0.5757276031777414
2.5, 1, 0.7662476646381886, 0.6086456928809036
4, 1, 0.738468088999661, 0.6065274120752104
8, 1, 0.7517508397192488, 0.573806152928938
16, 1, 0.7555054701960375, 0.5998231138725215
