1, 0, 0.7646027126361854
1.5, 0, 0.7411698977193505
2, 0, 0.7250421820246654
2.5, 0, 0.7690424109950803
1, 0.01, 0.6931318857880135
1.5, 0.01, 0.7497303920336447
2, 0.01, 0.7424973038650007
2.5, 0.01, 0.760995860281404
1, 0.02, 0.7353758824232267
1.5, 0.02, 0.7633224998185302
2, 0.02, 0.7172417647004369
2.5, 0.02, 0.7673917270741133
1, 0.05, 0.760090968297622
1.5, 0.05, 0.7399313303784071
2, 0.05, 0.7345688308311981
2.5, 0.05, 0.7313065688870768
1, 0.1, 0.7106937205458603
1.5, 0.1, 0.7451901369121825
2, 0.1, 0.7398561109216567
2.5, 0.1, 0.7346438279340181
1, 0.2, 0.6750722709060729
1.5, 0.2, 0.7053977681992709
2, 0.2, 0.7436945333893419
2.5, 0.2, 0.7359204809918507
