1, 0, 0.581794241737854
1.5, 0, 0.5945241887963711
2, 0, 0.5671363062823446
2.5, 0, 0.5989347832057225
1, 0.01, 0.5750665833372183
1.5, 0.01, 0.5704070863236138
2, 0.01, 0.5775488164872774
2.5, 0.01, 0.5939747561694014
1, 0.02, 0.5954516775948928
1.5, 0.02, 0.5773332559461082
2, 0.02, 0.5915806208574704
2.5, 0.02, 0.5902484683413775
1, 0.05, 0.5372975400343327
1.5, 0.05, 0.5754251769319607
2, 0.05, 0.6099798985846724
2.5, 0.05, 0.5998079460331736
1, 0.1, 0.6015523292947769
1.5, 0.1, 0.5611483858031165
2, 0.1, 0.5727764584905638
2.5, 0.1, 0.5990963169212454
1, 0.2, 0.5543906946997841
1.5, 0.2, 0.5860901627095269
2, 0.2, 0.6188569105663995
2.5, 0.2, 0.5907237720405363
