1, 0, 0.6057707071188506
1.5, 0, 0.6256878729121376
2, 0, 0.6333535846615437
2.5, 0, 0.6048054886614365
4, 0, 0.6214474857800795
8, 0, 0.6016186334035621
16, 0, 0.5989587084946811
1, 0.01, 0.612562694632279
1.5, 0.01, 0.6096171574341573
2, 0.01, 0.622151708175513
2.5, 0.01, 0.6087849962407689
4, 0.01, 0.612002706363966
8, 0.01, 0.6106298160224305
16, 0.01, 0.6144962916193701
1, 0.02, 0.6195400145476574
1.5, 0.02, 0.6195949454550084
2, 0.02, 0.6173074743907722
2.5, 0.02, 0.6136990892032734
4, 0.02, 0.6231483759634739
8, 0.02, 0.6049086532514343
16, 0.02, 0.580870718483881
1, 0.05, 0.6127120414934547
1.5, 0.05, 0.6211185669704203
2, 0.05, 0.6096118372775264
2.5, 0.05, 0.6092555682334609
4, 0.05, 0.5964840819176803
8, 0.05, 0.6037056231664254
16, 0.05, 0.5904579708307863
1, 0.1, 0.6046985890830479
1.5, 0.1, 0.6232840921519759
2, 0.1, 0.611934543669516
2.5, 0.1, 0.6117201061442618
4, 0.1, 0.6106882416130814
8, 0.1, 0.6157407249522218
16, 0.1, 0.6050683765649261
1, 0.2, 0.6079970831759337
1.5, 0.2, 0.602568026609671
2, 0.2, 0.6074830062134464
2.5, 0.2, 0.6159991467561897
4, 0.2, 0.6173433146720823
8, 0.2, 0.6149097310399348
16, 0.2,
