0,1,59.827
0,2,67.630
0,3,74.277
0,4,72.254
0,5,70.809
0,6,71.965
0,7,71.965
0,8,72.543
0,9,73.699
0,10,73.121
0,11,74.277
0,12,74.277
0,13,73.699
0,14,73.699
0,15,73.988
0,16,73.988
0,17,74.277
0,18,73.699
0,19,74.277
0,20,74.277
0,21,73.988
0,22,73.988
0,23,73.988
0,24,73.988
0,25,73.988
0,26,73.988
0,27,73.988
0,28,73.699
0,29,73.988
0,30,74.566
1,1,78.324
1,2,66.474
1,3,74.277
1,4,75.434
1,5,73.410
1,6,75.723
1,7,75.434
1,8,75.145
1,9,71.676
1,10,73.410
1,11,73.121
1,12,73.410
1,13,73.410
1,14,73.410
1,15,73.699
1,16,73.988
1,17,73.699
1,18,73.988
1,19,73.699
1,20,73.699
1,21,74.277
1,22,73.699
1,23,73.699
1,24,73.699
1,25,73.699
1,26,73.699
1,27,72.832
1,28,73.121
1,29,73.121
1,30,73.121
2,1,69.364
2,2,61.272
2,3,67.341
2,4,69.075
2,5,72.543
2,6,67.052
2,7,70.809
2,8,71.387
2,9,73.410
2,10,73.121
2,11,71.387
2,12,71.387
2,13,71.387
2,14,71.387
2,15,71.387
2,16,71.676
2,17,71.676
2,18,72.254
2,19,71.965
3,1,52.890
3,2,67.630
3,3,71.676
3,4,69.942
3,5,66.763
3,6,73.699
3,7,68.786
3,8,71.098
3,9,71.965
3,10,72.543
3,11,73.410
3,12,73.121
3,13,73.121
3,14,72.543
3,15,68.497
3,16,72.254
3,17,72.254
3,18,72.254
3,19,73.121
3,20,73.410
3,21,73.699
3,22,73.699
3,23,73.699
3,24,73.699
3,25,73.699
3,26,73.699
3,27,73.988
3,28,73.988
3,29,73.988
3,30,73.988
4,1,76.301
4,2,74.566
4,3,73.121
4,4,73.121
4,5,75.145
4,6,72.254
4,7,74.855
4,8,75.145
4,9,73.988
4,10,73.121
4,11,73.410
4,12,74.566
4,13,74.566
4,14,73.988
4,15,73.988
4,16,73.988
4,17,73.699
4,18,73.699
4,19,73.699
4,20,73.699
