0,1,61.272
0,2,72.254
0,3,70.809
0,4,71.098
0,5,73.988
0,6,74.855
0,7,74.855
0,8,73.410
0,9,73.988
0,10,73.699
0,11,73.699
0,12,73.699
0,13,73.699
0,14,73.988
1,1,76.012
1,2,73.988
1,3,75.145
1,4,76.012
1,5,75.434
1,6,76.590
1,7,69.653
1,8,73.121
1,9,74.566
1,10,73.988
1,11,74.855
1,12,73.988
1,13,75.723
1,14,73.410
1,15,76.012
2,1,71.387
2,2,61.850
2,3,63.295
2,4,71.965
2,5,69.942
2,6,70.231
2,7,67.919
2,8,70.809
2,9,73.699
2,10,71.387
2,11,72.543
2,12,71.387
2,13,70.520
2,14,71.387
2,15,70.809
2,16,71.387
2,17,71.387
2,18,71.676
2,19,71.676
2,20,71.965
2,21,71.965
2,22,71.965
2,23,71.965
2,24,72.254
2,25,72.254
