0,1,65.607
0,2,70.520
0,3,75.145
0,4,69.942
0,5,71.387
0,6,72.543
0,7,70.809
0,8,69.942
0,9,69.942
0,10,70.231
0,11,70.520
0,12,70.809
0,13,70.520
0,14,71.098
1,1,76.590
1,2,70.809
1,3,73.988
1,4,74.277
1,5,75.434
1,6,73.410
1,7,76.301
1,8,73.988
1,9,72.254
1,10,74.855
1,11,71.387
1,12,71.676
1,13,71.965
1,14,71.965
2,1,71.965
2,2,67.341
2,3,66.763
2,4,69.364
2,5,70.231
2,6,72.832
2,7,73.410
2,8,70.520
2,9,72.832
2,10,73.121
2,11,76.012
2,12,75.434
2,13,71.965
2,14,71.965
2,15,71.965
2,16,72.543
2,17,72.543
