0,1,56.358
0,2,69.364
0,3,73.699
0,4,73.699
0,5,73.699
0,6,71.387
0,7,70.809
0,8,70.520
0,9,73.988
0,10,71.965
0,11,72.543
0,12,71.965
0,13,72.543
0,14,72.543
0,15,73.121
1,1,76.301
1,2,70.809
1,3,76.301
1,4,76.012
1,5,76.012
1,6,75.145
1,7,75.145
1,8,75.434
1,9,75.434
1,10,75.434
1,11,75.434
1,12,75.723
1,13,75.723
1,14,75.145
1,15,75.145
1,16,75.145
1,17,75.145
1,18,75.434
2,1,71.387
2,2,62.717
2,3,68.208
2,4,65.896
2,5,67.630
2,6,71.965
2,7,70.231
2,8,73.121
2,9,73.121
2,10,71.965
2,11,73.988
2,12,73.410
2,13,71.387
2,14,72.254
2,15,72.254
2,16,73.121
2,17,73.699
2,18,73.410
2,19,72.832
2,20,73.699
2,21,73.121
2,22,73.121
2,23,73.410
2,24,73.410
2,25,73.410
2,26,72.832
