-----------------------
Val = 1.0, host1

0, [0.7072948178225648, 0.7200814006090943, 0.7160420337898362], 0.7144727507404984
0.01, [0.7105357936811942, 0.7258017480212743, 0.7142357820713738], 0.7168577745912809
0.05, [0.7225233158792508, 0.7301269602648192, 0.7182994134496506], 0.7236498965312402
0.1, [0.718275967990434, 0.7068954176320271, 0.7145569652665777], 0.7132427836296796
0.2, [0.7194484148959263, 0.707388396308607, 0.706998842777374], 0.7112785513273024
0.5, [0.7115434911754532, 0.7174390290212138, 0.704288019760977], 0.7110901799858813
1.0, [0.7083540318450938, 0.7224516646590302, 0.7166932115666563], 0.7158329693569269
0, [0.5425334086387925, 0.556595382177757, 0.5471739347561658], 0.548767575190905
0.01, [0.5543834719375794, 0.5694720081318139, 0.564317914230827], 0.5627244647667401
0.05, [0.5718698837667037, 0.5838504039579945, 0.5671145468463874], 0.5742782781903618
0.1, [0.5679908604868773, 0.5290982441851004, 0.5565012189937082], 0.5511967745552286
0.2, [0.5505758705882633, 0.5483020708285353, 0.5610065168662035], 0.5532948194276673
0.5, [0.5414746202772329, 0.5348469966881536, 0.5303997885434718], 0.5355738018362861
1.0, [0.5566281405790332, 0.5249781313562225, 0.5056579068322765], 0.5290880595891774
