0,1,58.671
0,2,71.965
0,3,70.809
0,4,72.254
0,5,69.942
0,6,72.832
0,7,71.676
0,8,73.699
0,9,70.231
0,10,71.387
0,11,73.699
0,12,73.410
0,13,72.543
0,14,72.543
0,15,73.410
0,16,73.410
0,17,72.543
0,18,73.699
0,19,73.121
0,20,72.832
1,1,74.566
1,2,69.653
1,3,73.699
1,4,73.410
1,5,77.168
1,6,76.301
1,7,74.277
1,8,77.168
1,9,74.277
1,10,74.855
1,11,75.145
1,12,75.145
1,13,74.855
1,14,74.855
1,15,75.145
1,16,75.145
1,17,75.434
2,1,71.098
2,2,60.694
2,3,68.497
2,4,69.364
2,5,66.763
2,6,71.387
2,7,71.387
2,8,73.699
2,9,69.075
2,10,72.832
2,11,73.121
2,12,73.121
2,13,73.988
