-----------------------
Val = 1.0, host3/2

0, [0.7124864541411986, 0.7023308979006704, 0.7179558717808213, 0.6951434273889116, 0.6892817633938042], 0.7034396829210813
0.01, [0.7048483844313091, 0.7035256109983503, 0.6939454395148644, 0.7018900164475963, 0.7050856630142686], 0.7018590228812778
0.05, [0.6976786140859742, 0.7133183657022857, 0.7091454828921354, 0.7027163102364576, 0.7129130077782551], 0.7071543561390217
0.1, [0.7084247611921352, 0.6966186183021437, 0.7090410567607747, 0.6989325800960928, 0.6939710945898488], 0.701397622188199
0.2, [0.6941945368213779, 0.6987451059861368, 0.7087381365991912, 0.6920768939274651, 0.7132200983003042], 0.701394954326895
0.5, [0.69416484477958, 0.6945971211122026, 0.7097007290734775, 0.6834942302996635, 0.7102949080417068], 0.6984503666613261
1.0, [0.705138650312033, 0.6820377385332946, 0.7012787664182656, 0.702429306571483, 0.690983813444739], 0.696373655055963
0, [0.6061143425220535, 0.5809844724801968, 0.6050053057321338, 0.5933925347141054, 0.6030163828605943], 0.5977026076618168
0.01, [0.6114038476377015, 0.6075657975551975, 0.6201708339144205, 0.5864551942570193, 0.5745076316982947], 0.6000206610125267
0.05, [0.6080464498460553, 0.6009515767575514, 0.5896509035116354, 0.583567699297838, 0.603151266092743], 0.5970735791011647
0.1, [0.6054711087817181, 0.5987724561625662, 0.6110151388212751, 0.5992876532872068, 0.582292892005028], 0.5993678498115588
0.2, [0.6043946132363914, 0.5894958089539026, 0.6394749468734343, 0.60078672960203, 0.607759780540716], 0.608382375841295
0.5, [0.611798049798102, 0.5632805302833351, 0.6192392635400525, 0.5820776042150236, 0.5794042114124122], 0.5911599318497851
1.0, [0.6238815740178052, 0.5747398351499696, 0.6186675106080858, 0.5623954723911094, 0.5538714911724509], 0.5867111766678843


-----------------------
Val = 1.0, Cedar (batch size = 24)

0, [0.69580795316774, 0.7204613611029889, 0.7030840412192532, 0.7247900479728914, 0.712391304965777], 0.71130694168573
0.01, [0.7017043077124753, 0.7079454106127016, 0.7321652044486139, 0.7022489385340008, 0.7031680621827706], 0.7094463846981125
0.05, [0.7123097832916562, 0.7004635369682121, 0.716056649493971, 0.7076251446405152, 0.7152120991883736], 0.7103334427165456
0.1, [0.7215052895097575, 0.7015817214813103, 0.7081688031105606, 0.7169738832004459, 0.7040435722263155], 0.710454653905678
0.2, [0.7065931358319782, 0.7171044273861217, 0.7273275910881858, 0.7258501486418938, 0.7148926151790945], 0.7183535836254549
0.5, [0.6972308901956306, 0.7087820462395812, 0.7144745125898061, 0.7070890712840658, 0.7025232460694608], 0.7060199532757089
1.0, [0.7174177550409249, 0.718787609197387, 0.7217970621789392, 0.7020779185895638, 0.7074410326248943], 0.7135042755263419
0, [0.6024682539836704, 0.6224236576079392, 0.6289549741263921, 0.6335004026215943, 0.6270823322206082], 0.6228859241120409
0.01, [0.6053359609499243, 0.6040315477934005, 0.6380691344858301, 0.6264155675692864, 0.6236957241331043], 0.6195095869863091
0.05, [0.5961371853753982, 0.6119981426877706, 0.6313520911550321, 0.6205835518396958, 0.6137320083481893], 0.6147605958812172
0.1, [0.6350618490420346, 0.6196910297309355, 0.638523666533449, 0.6260650892461017, 0.6111072728730954], 0.6260897814851232
0.2, [0.6207648056603292, 0.5968171778542166, 0.6236957241331043, 0.6469591775549018, 0.6080800025216492], 0.6192633775448402
0.5, [0.5876456264155769, 0.6189210074851081, 0.6292968316147901, 0.605364182865264, 0.6292016346530712], 0.6140858566067621
1.0, [0.6307871040094732, 0.6035749260185603, 0.6317906953309019, 0.5988199952966969, 0.6031784834742375], 0.613630240825974
