0.5, 0.0, 0.6836168456009698, 0.689329482863949, 0.6684817546734182,
1, 0.0, 0.6862115928691729, 0.7114468017950264, 0.7032471408456666,
2, 0.0, 0.6909103222816589, 0.6899923366012434, 0.6929389522765191,
4, 0.0, 0.7053445654782026, 0.6900723734756542, 0.6837357574423778,
8, 0.0, 0.6963790099552705, 0.6922031834305893, 0.7048570843303906,
16, 0.0, 0.7177586805493128, 0.6965021247073508, 0.701974024695345,
0.5, 0.01, 0.6737090453680328, 0.6741529081573447, 0.6621309981056824,
1, 0.01, 0.6792726017566638, 0.6685175030645059, 0.6972228920834369,
2, 0.01, 0.6777979493880822, 0.6814022728786776, 0.6758698490114793,
4, 0.01, 0.6799216353752952, 0.695783673187139, 0.700640055150308,
8, 0.01, 0.6868469536747575, 0.7081378185362528, 0.7040753340931325,
16, 0.01, 0.7124676174174375, 0.6876695539936933, 0.703369697906022,
0.5, 0.02, 0.6721841460823988, 0.677302229662705, 0.6830728226430957,
1, 0.02, 0.6865990202686145, 0.6697746767350573, 0.6632666864503349,
2, 0.02, 0.6530999480674439, 0.6794025216122528, 0.6973725393875196,
4, 0.02, 0.6922581314213595, 0.696579462513032, 0.7012125313238783,
8, 0.02, 0.697592515172274, 0.700019911025965, 0.699328405094407,
16, 0.02, 0.7094939424773166, 0.6901301831502111, 0.6900248826001835,
0.5, 0.05, 0.6637860068108763, 0.6536088533055873, 0.6670765309469256,
1, 0.05, 0.6804770405034868, 0.6698940731435227, 0.6893118799512375,
2, 0.05, 0.6657019935946639, 0.692040603033005, 0.6727677764998765,
4, 0.05, 0.6963178328148335, 0.6750557266602168, 0.6922585011322338,
8, 0.05, 0.7109721612293293, 0.6948889182193274, 0.7153191153660372,
16, 0.05, 0.7027644454170328, 0.7000879768151418, 0.695780969502473,
0.5, 0.1, 0.6670728396067847, 0.6749345150004994, 0.6594637167872293,
1, 0.1, 0.6789012827978834, 0.6814834137266758, 0.6801237177903542,
2, 0.1, 0.6899367349032417, 0.6725532075186561, 0.6827789208992188,
4, 0.1, 0.6891855160766788, 0.6982743154412001, 0.68287714174806,
8, 0.1, 0.6986281227785114, 0.694773406034128, 0.6928420442874024,
16, 0.1, 0.6952352437202973, 0.701267058305076, 0.7082836713887276,
0.5, 0.2, 0.6647389647315588, 0.6757033340939312, 0.685095863937785,
1, 0.2, 0.6675347318736757, 0.6778214221033694, 0.6951149467583922,
2, 0.2, 0.6772799552110778, 0.6871989959148791, 0.6857428419739502,
4, 0.2, 0.7025783141455937, 0.6819532947786526, 0.7033400364079668,
8, 0.2, 0.7086008870726004, 0.6990594362634905, 0.6949363889440386,
16, 0.2, 0.7072168042259619, 0.6979462352854792, 0.6975282243002453,
